Date;
Sat Jun 29 2019 00:51:09 GMT+0200 (Central European Summer Time);710000
Sun Jun 30 2019 00:51:09 GMT+0200 (Central European Summer Time);710000
Mon Jul 01 2019 00:51:09 GMT+0200 (Central European Summer Time);730000
Thu Jul 04 2019 00:51:09 GMT+0200 (Central European Summer Time);320000
Fri Jul 05 2019 00:51:09 GMT+0200 (Central European Summer Time);380000
Sat Jul 06 2019 00:51:09 GMT+0200 (Central European Summer Time);390000
Sun Jul 07 2019 00:51:09 GMT+0200 (Central European Summer Time);420000
Mon Jul 08 2019 00:51:09 GMT+0200 (Central European Summer Time);460000
Tue Jul 09 2019 00:51:09 GMT+0200 (Central European Summer Time);500000
Wed Jul 10 2019 00:51:09 GMT+0200 (Central European Summer Time);530000
Thu Jul 11 2019 00:51:09 GMT+0200 (Central European Summer Time);530000
Fri Jul 12 2019 00:51:09 GMT+0200 (Central European Summer Time);530000
Sat Jul 13 2019 00:51:09 GMT+0200 (Central European Summer Time);550000
Sun Jul 14 2019 00:51:09 GMT+0200 (Central European Summer Time);550000
Mon Jul 15 2019 00:51:09 GMT+0200 (Central European Summer Time);560000
Tue Jul 16 2019 00:51:09 GMT+0200 (Central European Summer Time);570000
Wed Jul 17 2019 00:51:09 GMT+0200 (Central European Summer Time);570000
Thu Jul 18 2019 00:51:09 GMT+0200 (Central European Summer Time);590000
Fri Jul 19 2019 00:51:09 GMT+0200 (Central European Summer Time);600000
Sat Jul 20 2019 00:51:09 GMT+0200 (Central European Summer Time);610000
Sun Jul 21 2019 00:51:09 GMT+0200 (Central European Summer Time);610000
Mon Jul 22 2019 00:51:09 GMT+0200 (Central European Summer Time);650000
Tue Jul 23 2019 00:51:09 GMT+0200 (Central European Summer Time);650000
Wed Jul 24 2019 00:51:09 GMT+0200 (Central European Summer Time);660000
Thu Jul 25 2019 00:51:09 GMT+0200 (Central European Summer Time);660000
Fri Jul 26 2019 00:51:09 GMT+0200 (Central European Summer Time);670000
Sat Jul 27 2019 00:51:09 GMT+0200 (Central European Summer Time);710000
Sun Jul 28 2019 00:51:09 GMT+0200 (Central European Summer Time);760000
Mon Jul 29 2019 00:51:09 GMT+0200 (Central European Summer Time);810000
Tue Jul 30 2019 00:51:09 GMT+0200 (Central European Summer Time);830000
Wed Jul 31 2019 00:51:09 GMT+0200 (Central European Summer Time);850000
Thu Aug 01 2019 00:51:09 GMT+0200 (Central European Summer Time);850000
Fri Aug 02 2019 00:51:09 GMT+0200 (Central European Summer Time);860000
Sat Aug 03 2019 00:51:09 GMT+0200 (Central European Summer Time);870000
Sun Aug 04 2019 00:51:09 GMT+0200 (Central European Summer Time);950000
Mon Aug 05 2019 00:51:09 GMT+0200 (Central European Summer Time);1050000
Tue Aug 06 2019 00:51:09 GMT+0200 (Central European Summer Time);1050000
Wed Aug 07 2019 00:51:09 GMT+0200 (Central European Summer Time);1100000
Thu Aug 08 2019 00:51:09 GMT+0200 (Central European Summer Time);1140000
Fri Aug 09 2019 00:51:09 GMT+0200 (Central European Summer Time);1190000
Sat Aug 10 2019 00:51:09 GMT+0200 (Central European Summer Time);1240000
Sun Aug 11 2019 00:51:09 GMT+0200 (Central European Summer Time);1270000
Mon Aug 12 2019 00:51:09 GMT+0200 (Central European Summer Time);1300000
Tue Aug 13 2019 00:51:09 GMT+0200 (Central European Summer Time);1330000
Wed Aug 14 2019 00:51:09 GMT+0200 (Central European Summer Time);1360000
Thu Aug 15 2019 00:51:09 GMT+0200 (Central European Summer Time);1390000
Fri Aug 16 2019 00:51:09 GMT+0200 (Central European Summer Time);1420000
Sat Aug 17 2019 00:51:09 GMT+0200 (Central European Summer Time);1430000
Sun Aug 18 2019 00:51:09 GMT+0200 (Central European Summer Time);1460000
Mon Aug 19 2019 00:51:09 GMT+0200 (Central European Summer Time);1500000
Tue Aug 20 2019 00:51:09 GMT+0200 (Central European Summer Time);1550000
Wed Aug 21 2019 00:51:09 GMT+0200 (Central European Summer Time);1600000
Thu Aug 22 2019 00:51:09 GMT+0200 (Central European Summer Time);1640000
Fri Aug 23 2019 00:51:09 GMT+0200 (Central European Summer Time);1680000
Sat Aug 24 2019 00:51:09 GMT+0200 (Central European Summer Time);1700000
Sun Aug 25 2019 00:51:09 GMT+0200 (Central European Summer Time);1720000
Mon Aug 26 2019 00:51:09 GMT+0200 (Central European Summer Time);1740000
Tue Aug 27 2019 00:51:09 GMT+0200 (Central European Summer Time);1760000
Wed Aug 28 2019 00:51:09 GMT+0200 (Central European Summer Time);1780000
Thu Aug 29 2019 00:51:09 GMT+0200 (Central European Summer Time);1800000
Fri Aug 30 2019 00:51:09 GMT+0200 (Central European Summer Time);1810000
Sat Aug 31 2019 00:51:09 GMT+0200 (Central European Summer Time);1810000
Sun Sep 01 2019 00:51:09 GMT+0200 (Central European Summer Time);1830000
Mon Sep 02 2019 00:51:09 GMT+0200 (Central European Summer Time);1870000
Tue Sep 03 2019 00:51:09 GMT+0200 (Central European Summer Time);1900000
Wed Sep 04 2019 00:51:09 GMT+0200 (Central European Summer Time);1940000
Thu Sep 05 2019 00:51:09 GMT+0200 (Central European Summer Time);1980000
Fri Sep 06 2019 00:51:09 GMT+0200 (Central European Summer Time);2020000
Sat Sep 07 2019 00:51:09 GMT+0200 (Central European Summer Time);2040000
Sun Sep 08 2019 00:51:09 GMT+0200 (Central European Summer Time);2060000
Mon Sep 09 2019 00:51:09 GMT+0200 (Central European Summer Time);2070000
Tue Sep 10 2019 00:51:09 GMT+0200 (Central European Summer Time);2080000
Wed Sep 11 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Thu Sep 12 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Fri Sep 13 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Sat Sep 14 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Sun Sep 15 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Mon Sep 16 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Tue Sep 17 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Wed Sep 18 2019 00:51:09 GMT+0200 (Central European Summer Time);2090000
Thu Sep 19 2019 00:51:09 GMT+0200 (Central European Summer Time);2080000
Fri Sep 20 2019 00:51:09 GMT+0200 (Central European Summer Time);2060000
Sat Sep 21 2019 00:51:09 GMT+0200 (Central European Summer Time);2050000
Sun Sep 22 2019 00:51:09 GMT+0200 (Central European Summer Time);2060000
Mon Sep 23 2019 00:51:09 GMT+0200 (Central European Summer Time);2080000
