Date;
Fri Jun 14 2019 00:55:28 GMT+0200 (Central European Summer Time);830000
Sat Jun 15 2019 00:55:28 GMT+0200 (Central European Summer Time);680000
Sun Jun 16 2019 00:55:28 GMT+0200 (Central European Summer Time);620000
Mon Jun 17 2019 00:55:28 GMT+0200 (Central European Summer Time);610000
Tue Jun 18 2019 00:55:28 GMT+0200 (Central European Summer Time);560000
Wed Jun 19 2019 00:55:28 GMT+0200 (Central European Summer Time);550000
Thu Jun 20 2019 00:55:28 GMT+0200 (Central European Summer Time);550000
Fri Jun 21 2019 00:55:28 GMT+0200 (Central European Summer Time);540000
Sat Jun 22 2019 00:55:28 GMT+0200 (Central European Summer Time);560000
Sun Jun 23 2019 00:55:28 GMT+0200 (Central European Summer Time);580000
Mon Jun 24 2019 00:55:28 GMT+0200 (Central European Summer Time);570000
Tue Jun 25 2019 00:55:28 GMT+0200 (Central European Summer Time);600000
Wed Jun 26 2019 00:55:28 GMT+0200 (Central European Summer Time);600000
Thu Jun 27 2019 00:55:28 GMT+0200 (Central European Summer Time);610000
Fri Jun 28 2019 00:55:28 GMT+0200 (Central European Summer Time);660000
Sat Jun 29 2019 00:55:28 GMT+0200 (Central European Summer Time);670000
Sun Jun 30 2019 00:55:28 GMT+0200 (Central European Summer Time);680000
Mon Jul 01 2019 00:55:28 GMT+0200 (Central European Summer Time);690000
Tue Jul 02 2019 00:55:28 GMT+0200 (Central European Summer Time);720000
Wed Jul 03 2019 00:55:28 GMT+0200 (Central European Summer Time);800000
Thu Jul 04 2019 00:55:28 GMT+0200 (Central European Summer Time);850000
Fri Jul 05 2019 00:55:28 GMT+0200 (Central European Summer Time);930000
Sat Jul 06 2019 00:55:28 GMT+0200 (Central European Summer Time);940000
Sun Jul 07 2019 00:55:28 GMT+0200 (Central European Summer Time);970000
Mon Jul 08 2019 00:55:28 GMT+0200 (Central European Summer Time);990000
Tue Jul 09 2019 00:55:28 GMT+0200 (Central European Summer Time);1050000
Wed Jul 10 2019 00:55:28 GMT+0200 (Central European Summer Time);1070000
Thu Jul 11 2019 00:55:28 GMT+0200 (Central European Summer Time);1070000
Fri Jul 12 2019 00:55:28 GMT+0200 (Central European Summer Time);1080000
Sat Jul 13 2019 00:55:28 GMT+0200 (Central European Summer Time);1110000
Sun Jul 14 2019 00:55:28 GMT+0200 (Central European Summer Time);1120000
Mon Jul 15 2019 00:55:28 GMT+0200 (Central European Summer Time);1130000
Tue Jul 16 2019 00:55:28 GMT+0200 (Central European Summer Time);1150000
Wed Jul 17 2019 00:55:28 GMT+0200 (Central European Summer Time);1180000
Thu Jul 18 2019 00:55:28 GMT+0200 (Central European Summer Time);1230000
Fri Jul 19 2019 00:55:28 GMT+0200 (Central European Summer Time);1230000
Sat Jul 20 2019 00:55:28 GMT+0200 (Central European Summer Time);1230000
Sun Jul 21 2019 00:55:28 GMT+0200 (Central European Summer Time);1240000
Mon Jul 22 2019 00:55:28 GMT+0200 (Central European Summer Time);1250000
Tue Jul 23 2019 00:55:28 GMT+0200 (Central European Summer Time);1310000
Wed Jul 24 2019 00:55:28 GMT+0200 (Central European Summer Time);1360000
Thu Jul 25 2019 00:55:28 GMT+0200 (Central European Summer Time);1440000
Fri Jul 26 2019 00:55:28 GMT+0200 (Central European Summer Time);1480000
Sat Jul 27 2019 00:55:28 GMT+0200 (Central European Summer Time);1530000
Sun Jul 28 2019 00:55:28 GMT+0200 (Central European Summer Time);1590000
Mon Jul 29 2019 00:55:28 GMT+0200 (Central European Summer Time);1610000
Tue Jul 30 2019 00:55:28 GMT+0200 (Central European Summer Time);1650000
Wed Jul 31 2019 00:55:28 GMT+0200 (Central European Summer Time);1700000
Thu Aug 01 2019 00:55:28 GMT+0200 (Central European Summer Time);1700000
Fri Aug 02 2019 00:55:28 GMT+0200 (Central European Summer Time);1790000
Sat Aug 03 2019 00:55:28 GMT+0200 (Central European Summer Time);1800000
Sun Aug 04 2019 00:55:28 GMT+0200 (Central European Summer Time);1810000
Mon Aug 05 2019 00:55:28 GMT+0200 (Central European Summer Time);1930000
Tue Aug 06 2019 00:55:28 GMT+0200 (Central European Summer Time);1930000
Wed Aug 07 2019 00:55:28 GMT+0200 (Central European Summer Time);1990000
Thu Aug 08 2019 00:55:28 GMT+0200 (Central European Summer Time);2050000
Fri Aug 09 2019 00:55:28 GMT+0200 (Central European Summer Time);2120000
Sat Aug 10 2019 00:55:28 GMT+0200 (Central European Summer Time);2180000
